DUNGEON #,DUNGEON NAME,Difficulty,CHARACTER,Date,Duration,DEATHS,Kills,Result,Run Type,Instance ID,Dungeon Report Link,PRE_FLAWLESS
,Shattered Throne,Normal,Warlock,"Oct 25, 2020",1:40:08,14,251,DNF,—,7069474048,https://dungeon.report/pgcr/7069474048,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Oct 24, 2020",38:33:00,4,64,DNF,—,7065033878,https://dungeon.report/pgcr/7065033878,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Oct 24, 2020",27:32:00,7,70,DNF,—,7064877398,https://dungeon.report/pgcr/7064877398,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Oct 24, 2020",29:37:00,0,99,DNF,—,7064728405,https://dungeon.report/pgcr/7064728405,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Oct 24, 2020",32:00:00,0,125,DNF,—,7064616652,https://dungeon.report/pgcr/7064616652,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 24, 2020",1:02:00,10,286,DNF,—,7064477269,https://dungeon.report/pgcr/7064477269,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 24, 2020",12:13,1,35,DNF,—,7064277377,https://dungeon.report/pgcr/7064277377,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 24, 2020",18:00,1,49,DNF,—,7064237866,https://dungeon.report/pgcr/7064237866,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 23, 2020",1:58:10,15,582,Solo,Unknown,7060791561,https://dungeon.report/pgcr/7060791561,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 23, 2020",28:02:00,1,99,DNF,—,7060498614,https://dungeon.report/pgcr/7060498614,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 12, 2020",2:08:52,13,493,Solo,Unknown,7020727971,https://dungeon.report/pgcr/7020727971,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 12, 2020",5:30,1,10,DNF,—,7020370690,https://dungeon.report/pgcr/7020370690,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 12, 2020",12:30,1,34,DNF,—,7020354897,https://dungeon.report/pgcr/7020354897,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Oct 5, 2020",1:25:08,6,380,DNF,—,6989052095,https://dungeon.report/pgcr/6989052095,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Sep 5, 2020",2:52:36,39,951,DNF,—,6866442182,https://dungeon.report/pgcr/6866442182,Pre-Flawless
,Pit of Heresy,Normal,Titan,"Jul 7, 2020",38:02:00,1,11,DNF,—,6580127890,https://dungeon.report/pgcr/6580127890,Pre-Flawless
,Pit of Heresy,Normal,Titan,"Apr 26, 2020",1:39:30,9,263,DNF,—,6157768246,https://dungeon.report/pgcr/6157768246,Pre-Flawless
,Pit of Heresy,Normal,Titan,"Apr 26, 2020",9:00,1,0,DNF,—,6157474993,https://dungeon.report/pgcr/6157474993,Pre-Flawless
,Shattered Throne,Normal,Titan,"Apr 3, 2020",7:00,0,0,DNF,—,6021477468,https://dungeon.report/pgcr/6021477468,Pre-Flawless
,Shattered Throne,Normal,Titan,"Apr 2, 2020",5:30,0,0,DNF,—,6014502329,https://dungeon.report/pgcr/6014502329,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",16:00,2,56,DNF,—,5784121306,https://dungeon.report/pgcr/5784121306,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",9:00,1,9,DNF,—,5784078695,https://dungeon.report/pgcr/5784078695,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",8:30,1,24,DNF,—,5784027890,https://dungeon.report/pgcr/5784027890,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",49:02:00,17,237,DNF,—,5784000260,https://dungeon.report/pgcr/5784000260,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",7:30,1,7,DNF,—,5783864282,https://dungeon.report/pgcr/5783864282,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",1:39:39,4,186,DNF,—,5783818207,https://dungeon.report/pgcr/5783818207,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",22:32,2,29,DNF,—,5780413941,https://dungeon.report/pgcr/5780413941,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",16:00,0,0,DNF,—,5780361650,https://dungeon.report/pgcr/5780361650,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 24, 2020",11:30,2,27,DNF,—,5780322899,https://dungeon.report/pgcr/5780322899,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",10:30,1,13,DNF,—,5780293212,https://dungeon.report/pgcr/5780293212,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",8:31,1,14,DNF,—,5780266332,https://dungeon.report/pgcr/5780266332,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",16:01,1,20,DNF,—,5780244656,https://dungeon.report/pgcr/5780244656,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",1:00,0,0,DNF,—,5780180011,https://dungeon.report/pgcr/5780180011,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",9:30,1,18,DNF,—,5780177826,https://dungeon.report/pgcr/5780177826,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",22:32,1,17,DNF,—,5779922629,https://dungeon.report/pgcr/5779922629,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",22:32,1,20,DNF,—,5779851403,https://dungeon.report/pgcr/5779851403,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",59:04:00,6,71,DNF,—,5779759039,https://dungeon.report/pgcr/5779759039,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2020",20:01,5,18,DNF,—,5779563962,https://dungeon.report/pgcr/5779563962,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 22, 2020",16:31,2,22,DNF,—,5771119142,https://dungeon.report/pgcr/5771119142,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 22, 2020",31:31:00,1,15,DNF,—,5771067257,https://dungeon.report/pgcr/5771067257,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 22, 2020",18:31,3,30,DNF,—,5770942717,https://dungeon.report/pgcr/5770942717,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 22, 2020",11:30,1,12,DNF,—,5770867999,https://dungeon.report/pgcr/5770867999,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 21, 2020",2:19:32,2,340,DNF,—,5770789676,https://dungeon.report/pgcr/5770789676,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Jan 25, 2020",26:02:00,5,47,DNF,—,5649223633,https://dungeon.report/pgcr/5649223633,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Jan 25, 2020",3:24:00,10,365,DNF,—,5649125377,https://dungeon.report/pgcr/5649125377,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Dec 3, 2019",1:00,0,0,DNF,—,5272736302,https://dungeon.report/pgcr/5272736302,Pre-Flawless
,Pit of Heresy,Normal,Warlock,"Dec 3, 2019",1:00,0,0,DNF,—,5272731973,https://dungeon.report/pgcr/5272731973,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",11:00,1,15,DNF,—,5256978821,https://dungeon.report/pgcr/5256978821,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",20:00,4,43,DNF,—,5256916743,https://dungeon.report/pgcr/5256916743,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",28:05:00,4,35,DNF,—,5256810670,https://dungeon.report/pgcr/5256810670,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",11:00,2,20,DNF,—,5256670322,https://dungeon.report/pgcr/5256670322,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",17:31,2,26,DNF,—,5256567489,https://dungeon.report/pgcr/5256567489,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",27:03:00,7,50,DNF,—,5256461174,https://dungeon.report/pgcr/5256461174,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",4:00,0,0,DNF,—,5256328245,https://dungeon.report/pgcr/5256328245,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",1:30,0,0,DNF,—,5256182323,https://dungeon.report/pgcr/5256182323,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",1:14:00,2,142,DNF,—,5255793940,https://dungeon.report/pgcr/5255793940,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Nov 30, 2019",1:40:30,3,313,DNF,—,5255435720,https://dungeon.report/pgcr/5255435720,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Sep 24, 2019",32:02:00,6,44,DNF,—,4682969475,https://dungeon.report/pgcr/4682969475,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Sep 23, 2019",2:28:00,14,385,DNF,—,4682904892,https://dungeon.report/pgcr/4682904892,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Jul 22, 2019",32:32:00,9,94,DNF,—,4366443227,https://dungeon.report/pgcr/4366443227,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Jul 22, 2019",2:25:15,32,359,DNF,—,4366248304,https://dungeon.report/pgcr/4366248304,Pre-Flawless
,Shattered Throne,Normal,Warlock,"Jul 21, 2019",3:28:18,21,500,DNF,—,4357528617,https://dungeon.report/pgcr/4357528617,Pre-Flawless
,Shattered Throne,Normal,Titan,"Jun 8, 2019",1:58:30,3,346,DNF,—,4047807964,https://dungeon.report/pgcr/4047807964,Pre-Flawless
,Shattered Throne,Normal,Titan,"Apr 28, 2019",1:21:30,3,334,DNF,—,3913654170,https://dungeon.report/pgcr/3913654170,Pre-Flawless
,Shattered Throne,Normal,Titan,"Feb 23, 2019",37:33:00,6,116,DNF,—,3666233990,https://dungeon.report/pgcr/3666233990,Pre-Flawless
